gene_symbol,gene_orf,degree,abs_delta_cb,delta_cb_plus,delta_cb_minus,cb_baseline,cb_stress,abs_log2fc,ethanol_phenotype,cb_zscore,predicted_log_odds_contribution,weight_perm_pval,temporal_null_pval,rank_abs_delta_cb,rank_delta_cb_plus,rank_delta_cb_minus,mean_expr,var_expr
POM34,YLR018C,29,5.79250148780004e-05,5.79250148780004e-05,-5.79250148780004e-05,5.79250148780004e-05,0.0,0.09852552419194,0,-0.22792024907942443,0.18506722179817486,0.6078431372549019,0.6078431372549019,2342,788,4255,5.922638189654627,0.1092223826172985
TYE7,YOR344C,7,5.79250148780004e-05,-5.79250148780004e-05,5.79250148780004e-05,1.1108906962904186e-05,6.903392184090458e-05,0.7922942934542467,0,-0.22792024907942443,0.18506722179817486,0.19607843137254902,0.17647058823529413,2343,3489,1555,7.504309209843171,0.13767058324861944
STB2,YMR053C,22,5.79250148780004e-05,5.79250148780004e-05,-5.79250148780004e-05,5.79250148780004e-05,0.0,1.3175425310785132,0,-0.22792024907942443,0.18506722179817486,0.3333333333333333,0.5882352941176471,2344,788,4255,4.583396478851826,0.7898377107412263
SDO1,YLR022C,13,5.766051709316935e-05,-5.766051709316935e-05,5.766051709316935e-05,0.00033115122660847717,0.0003888117437016465,0.0315842110889299,0,-0.22805576823334944,0.1851772609606391,0.8823529411764706,0.9215686274509803,2345,3488,1556,6.243822458352296,0.10623279449332902
SSH4,YKL124W,6,5.713152152350725e-05,5.713152152350725e-05,-5.713152152350725e-05,5.713152152350725e-05,0.0,0.9362356612339972,0,-0.22832680654119944,0.18539733928556756,0.6862745098039216,0.9411764705882353,2346,790,4249,5.036926158559803,0.7507009232670074
EMP65,YER140W,2,5.713152152350725e-05,5.713152152350725e-05,-5.713152152350725e-05,5.713152152350725e-05,0.0,0.7382099735596821,0,-0.22832680654119944,0.18539733928556756,0.803921568627451,0.9019607843137255,2347,790,4249,5.216643948550478,0.5836080896224947
RQC1,YDR333C,40,5.713152152350725e-05,5.713152152350725e-05,-5.713152152350725e-05,6.824042848641143e-05,1.1108906962904186e-05,0.5472096512774289,1,-0.22832680654119944,0.18539733928556756,0.6666666666666666,0.8823529411764706,2348,790,4249,6.232475261385941,0.1329231284890038
BCP1,YDR361C,7,5.713152152350725e-05,5.713152152350725e-05,-5.713152152350725e-05,5.713152152350725e-05,0.0,0.3819220808637311,1,-0.22832680654119944,0.18539733928556756,0.6078431372549019,0.9215686274509803,2349,790,4249,6.912334391803715,0.11491509675538573
GLT1,YDL171C,11,5.713152152350725e-05,-5.713152152350725e-05,5.713152152350725e-05,0.00013965483039079547,0.00019678635191430272,0.5204802567157785,1,-0.22832680654119944,0.18539733928556756,0.7254901960784313,0.9019607843137255,2350,3487,1557,8.346276820333909,0.07266170959586066
UPS1,YLR193C,3,5.713152152350725e-05,5.713152152350725e-05,-5.713152152350725e-05,5.713152152350725e-05,0.0,0.2244995756056438,0,-0.22832680654119944,0.18539733928556756,1.0,1.0,2351,790,4249,6.015508461695462,0.13439910244914943
YJR012C,YJR012C,2,5.713152152350725e-05,5.713152152350725e-05,-5.713152152350725e-05,5.713152152350725e-05,0.0,2.413670685033858,0,-0.22832680654119944,0.18539733928556756,0.9215686274509803,0.9803921568627451,2352,790,4249,4.7353309122782825,1.8001379409743383
YNG2,YHR090C,28,5.713152152350724e-05,-5.713152152350724e-05,5.713152152350724e-05,3.650069430668518e-05,9.363221583019242e-05,1.327266828276727,0,-0.22832680654119944,0.18539733928556756,0.6862745098039216,0.39215686274509803,2353,3486,1558,5.42525053360819,1.0002144360913245
TPO3,YPR156C,5,5.713152152350719e-05,-5.713152152350719e-05,5.713152152350719e-05,0.000533227534219401,0.0005903590557429082,0.2041142266137612,0,-0.22832680654119947,0.1853973392855676,0.6078431372549019,0.9215686274509803,2354,3485,1559,7.342445198529562,0.10033704766460906
NIP7,YPL211W,105,5.686702373867622e-05,5.686702373867622e-05,-5.686702373867622e-05,0.00023963499305693317,0.00018276796931825695,1.8891813113436664,0,-0.22846232569512442,0.18550737844803178,0.7254901960784313,0.6274509803921569,2355,796,4248,6.671728359161423,0.547555773632984
PRE5,YMR314W,52,5.6867023738676196e-05,-5.6867023738676196e-05,5.6867023738676196e-05,0.0001367453547576539,0.0001936123784963301,0.1250725845581275,0,-0.22846232569512442,0.18550737844803178,0.803921568627451,0.8823529411764706,2356,3484,1560,8.158729844463412,0.03814744396817617
SAP185,YJL098W,29,5.6734774846260656e-05,-5.6734774846260656e-05,5.6734774846260656e-05,0.00011148581630628844,0.0001682205911525491,0.4282777054101148,0,-0.22853008527208696,0.18556239802926394,0.9215686274509803,0.9215686274509803,2357,3483,1561,6.388334956430758,0.10417625521603736
TRS31,YDR472W,23,5.665542551081135e-05,5.665542551081135e-05,-5.665542551081135e-05,5.665542551081135e-05,0.0,0.5680669913129934,0,-0.22857074101826444,0.18559540977800318,0.5490196078431373,0.5686274509803921,2358,797,4247,5.715905509427593,0.450328802530049
CWC21,YDR482C,55,5.633802816901409e-05,-5.633802816901409e-05,5.633802816901409e-05,3.1739734179726247e-06,5.9512001586986716e-05,1.7736691614967457,1,-0.22873336400297445,0.18572745677296026,0.3333333333333333,0.09803921568627451,2359,3482,1562,4.935816451437423,1.3384043424332757
BET4,YJL031C,13,5.6338028169014086e-05,-5.6338028169014086e-05,5.6338028169014086e-05,0.0,5.6338028169014086e-05,0.1636636144779339,0,-0.22873336400297445,0.18572745677296026,0.5490196078431373,0.29411764705882354,2360,3480,1563,6.2214915350971385,0.11273484362038849
MZM1,YDR493W,4,5.6338028169014086e-05,5.6338028169014086e-05,-5.6338028169014086e-05,5.6338028169014086e-05,0.0,3.180011424446409,1,-0.22873336400297445,0.18572745677296026,0.8823529411764706,1.0,2361,798,4244,3.1429709122041194,3.356386359860627
YCR043C,YCR043C,9,5.6338028169014086e-05,5.6338028169014086e-05,-5.6338028169014086e-05,5.6338028169014086e-05,0.0,1.8969473946104247,1,-0.22873336400297445,0.18572745677296026,0.3137254901960784,0.7254901960784313,2362,798,4244,5.362761220678687,1.4373567597943084
ESP1,YGR098C,9,5.6338028169014086e-05,-5.6338028169014086e-05,5.6338028169014086e-05,1.1902400317397343e-05,6.824042848641143e-05,0.173987144900793,0,-0.22873336400297445,0.18572745677296026,0.21568627450980393,0.1568627450980392,2363,3480,1563,5.4543334116472755,0.09104046094073066
PMT4,YJR143C,15,5.6338028169014086e-05,5.6338028169014086e-05,-5.6338028169014086e-05,5.6338028169014086e-05,0.0,0.1127540261379049,0,-0.22873336400297445,0.18572745677296026,0.47058823529411764,0.6078431372549019,2364,798,4244,8.24379399573909,0.028836694035582984
RAX2,YLR084C,5,5.633802816901408e-05,-5.633802816901408e-05,5.633802816901408e-05,7.379488196786352e-05,0.0001301329101368776,0.4629307065013908,0,-0.22873336400297445,0.18572745677296026,0.803921568627451,0.8431372549019608,2365,3479,1565,6.008538204785983,0.1148292990944265
PAP2,YOL115W,30,5.616594527285896e-05,5.616594527285896e-05,-5.616594527285896e-05,0.00039236493683522027,0.0003361989915623613,0.5907018705575089,0,-0.22882153309107023,0.1857990485172141,0.8235294117647058,0.9019607843137255,2366,801,4243,5.9808088887466555,0.17825611516557432
AAT1,YKL106W,8,5.5914831713284405e-05,5.5914831713284405e-05,-5.5914831713284405e-05,5.8295311776763874e-05,2.3804800634794686e-06,0.1513793111077879,1,-0.22895019464925445,0.18590351943290304,0.6274509803921569,0.8823529411764706,2367,802,4242,6.189973234564021,0.1594099535033217
PRO3,YER023W,7,5.5544534814520966e-05,5.5544534814520966e-05,-5.5544534814520966e-05,0.00025312438008331684,0.00019757984526879588,0.2080762700702827,0,-0.22913992146474946,0.18605757426035296,0.7058823529411765,0.8823529411764706,2368,803,4241,8.558737895187729,0.07323346532923114
XPT1,YJR133W,3,5.554453481452094e-05,-5.554453481452094e-05,5.554453481452094e-05,1.5076373735369967e-05,7.06209085498909e-05,1.067240682236121,0,-0.22913992146474946,0.18605757426035296,0.23529411764705882,0.19607843137254902,2369,3478,1566,6.487750316062902,0.24831874670406673
YKL198C,YKL198C,17,5.554453481452093e-05,5.554453481452093e-05,-5.554453481452093e-05,5.8718508232493555e-05,3.1739734179726247e-06,0.8458014084500878,0,-0.22913992146474946,0.18605757426035296,0.7450980392156863,0.7450980392156863,2370,804,4239,6.06207131521634,0.3417552211676931
PET111,YMR257C,7,5.554453481452093e-05,5.554453481452093e-05,-5.554453481452093e-05,6.744693513191828e-05,1.1902400317397343e-05,0.3884173984249175,0,-0.22913992146474946,0.18605757426035296,0.9019607843137255,0.9215686274509803,2371,804,4239,4.628623010047817,0.3442447191404828
MUP3,YHL036W,3,5.5147788137274355e-05,5.5147788137274355e-05,-5.5147788137274355e-05,5.5147788137274355e-05,0.0,0.2463076880605754,0,-0.22934320019563695,0.18622263300404931,0.7843137254901961,0.8431372549019608,2372,806,4238,4.662049657126287,0.44051823436736104
ADE17,YMR120C,13,5.514778813727435e-05,-5.514778813727435e-05,5.514778813727435e-05,0.00018528069827415198,0.00024042848641142632,0.1475481478935858,0,-0.22934320019563695,0.18622263300404931,0.8235294117647058,0.8235294117647058,2373,3477,1567,6.766783658459782,0.04570927438469067
REV7,YIL139C,22,5.4751041460027785e-05,-5.4751041460027785e-05,5.4751041460027785e-05,2.063082721682206e-05,7.538186867684984e-05,2.411775090567576,1,-0.22954647892652444,0.18638769174774567,0.39215686274509803,0.35294117647058826,2374,3476,1568,5.358237113492699,3.2608855827692307
BOP3,YNL042W,3,5.475104146002778e-05,5.475104146002778e-05,-5.475104146002778e-05,5.475104146002778e-05,0.0,0.0243325353862591,0,-0.22954647892652447,0.18638769174774567,0.9019607843137255,0.9607843137254902,2375,807,4236,4.973045652592275,0.16690632789606397
COF1,YLL050C,18,5.475104146002778e-05,5.475104146002778e-05,-5.475104146002778e-05,5.475104146002778e-05,0.0,1.362027139937272,0,-0.22954647892652447,0.18638769174774567,0.6666666666666666,0.6078431372549019,2376,807,4236,8.560443141024962,0.703387061742346
NOP19,YGR251W,99,5.475104146002778e-05,-5.475104146002778e-05,5.475104146002778e-05,0.0,5.475104146002778e-05,2.7975248327937203,0,-0.22954647892652447,0.18638769174774567,0.7647058823529411,0.09803921568627451,2377,3475,1569,5.636734397750447,1.932780326486566
REC8,YPR007C,15,5.475104146002777e-05,-5.475104146002777e-05,5.475104146002777e-05,0.00012140448323745289,0.00017615552469748066,3.4485946977891007,0,-0.22954647892652447,0.18638769174774567,0.7450980392156863,0.9607843137254902,2378,3474,1570,3.535363431832881,3.6195054607518085
RPL41B,YDL133C-A,165,5.4410972879530716e-05,-5.4410972879530716e-05,5.4410972879530716e-05,0.0,5.4410972879530716e-05,0.0,1,-0.22972071783871376,0.18652917067091399,0.7254901960784313,0.5294117647058824,2379,3473,1571,0.0,0.0
CYC2,YOR037W,3,5.434106989353963e-05,5.434106989353963e-05,-5.434106989353963e-05,5.434106989353963e-05,0.0,0.329579270531128,0,-0.2297565336151082,0.18655825244956523,0.8431372549019608,0.9215686274509803,2380,809,4235,5.095674386768074,0.4090634454004263
TOM20,YGR082W,34,5.415592144415791e-05,-5.415592144415791e-05,5.415592144415791e-05,0.00014739139059710376,0.00020154731204126167,1.6360906610312371,1,-0.2298513970228557,0.18663527986329018,0.9411764705882353,0.8627450980392157,2381,3472,1572,6.696683823690333,0.54118809643353
PRE4,YFR050C,58,5.4089796997950116e-05,-5.4089796997950116e-05,5.4089796997950116e-05,0.000368048667592409,0.0004221384645903591,0.0260000940293831,0,-0.22988527681133697,0.18666278965390626,0.8431372549019608,0.9411764705882353,2382,3471,1573,7.9380689678883645,0.09716225394791848
YBT1,YLL048C,9,5.395754810553462e-05,-5.395754810553462e-05,5.395754810553462e-05,4.760960126958937e-06,5.8718508232493555e-05,0.4257544046392567,0,-0.22995303638829945,0.18671780923513837,0.3137254901960784,0.17647058823529413,2383,3469,1574,7.470830357841912,0.03777414081474581
PEX34,YCL056C,9,5.395754810553462e-05,-5.395754810553462e-05,5.395754810553462e-05,1.1108906962904186e-05,6.50664550684388e-05,5.181944598374574,0,-0.22995303638829945,0.18671780923513837,0.7254901960784313,0.5098039215686274,2384,3469,1574,3.533975137153676,6.587692036050323
FET3,YMR058W,4,5.395754810553462e-05,5.395754810553462e-05,-5.395754810553462e-05,5.395754810553462e-05,0.0,0.2895743968647366,0,-0.22995303638829945,0.18671780923513837,0.8431372549019608,0.9215686274509803,2385,810,4234,7.429833989133156,0.0780723853413692
TAL1,YLR354C,2,5.3957548105534604e-05,-5.3957548105534604e-05,5.3957548105534604e-05,0.00014282880380876812,0.00019678635191430272,0.0854066196611853,0,-0.22995303638829948,0.1867178092351384,0.7647058823529411,0.8431372549019608,2386,3468,1576,9.951068505492998,0.035574882662030766
YPP1,YGR198W,12,5.316405475104148e-05,-5.316405475104148e-05,5.316405475104148e-05,0.00014520928387224758,0.00019837333862328906,0.585557230672368,0,-0.23035959385007446,0.18704792672253107,0.7450980392156863,0.7450980392156863,2387,3467,1577,6.303903917530541,0.08613788358724875
CRN1,YLR429W,18,5.316405475104147e-05,5.316405475104147e-05,-5.316405475104147e-05,6.109898829597303e-05,7.934933544931562e-06,0.5689089470681168,0,-0.23035959385007446,0.18704792672253107,0.8431372549019608,0.7058823529411765,2388,811,4233,7.822833801377129,0.10265118235638848
ARL1,YBR164C,15,5.3164054751041464e-05,5.3164054751041464e-05,-5.3164054751041464e-05,5.475104146002778e-05,1.5869867089863123e-06,0.8944422313942768,1,-0.23035959385007446,0.18704792672253107,0.8627450980392157,0.8627450980392157,2389,812,4231,7.054788720721771,0.2392518484464604
CAC2,YML102W,11,5.3164054751041464e-05,5.3164054751041464e-05,-5.3164054751041464e-05,5.3164054751041464e-05,0.0,0.2458233903129851,0,-0.23035959385007446,0.18704792672253107,0.7058823529411765,0.7058823529411765,2390,812,4231,5.514327814541497,0.11105403171682789
NKP1,YDR383C,20,5.3164054751041464e-05,-5.3164054751041464e-05,5.3164054751041464e-05,0.0,5.3164054751041464e-05,1.5393201598427364,0,-0.23035959385007446,0.18704792672253107,0.3333333333333333,0.09803921568627451,2391,3466,1578,5.567967459270763,0.8010555002589472
STP1,YDR463W,7,5.316405475104145e-05,-5.316405475104145e-05,5.316405475104145e-05,0.0005371950009918667,0.0005903590557429082,0.831832946354929,1,-0.23035959385007446,0.18704792672253107,0.9803921568627451,0.8823529411764706,2392,3465,1579,6.40432167972323,0.11599072688479511
DEF1,YKL054C,41,5.276730807379489e-05,5.276730807379489e-05,-5.276730807379489e-05,0.000703431858758183,0.0006506645506843881,0.6181979806130666,1,-0.23056287258096195,0.1872129854662274,1.0,0.9411764705882353,2393,814,4230,8.012915416609308,0.09273011005153796
RCK1,YGL158W,13,5.2580884936293475e-05,5.2580884936293475e-05,-5.2580884936293475e-05,5.2580884936293475e-05,0.0,2.086326480860625,0,-0.2306583890930657,0.18729054318916905,0.8627450980392157,0.7843137254901961,2394,815,4229,3.597188771861145,1.5076553850864545
CWC24,YLR323C,44,5.2580884936293475e-05,-5.2580884936293475e-05,5.2580884936293475e-05,1.5933601495846508e-06,5.4174245085878126e-05,0.0646537940733953,0,-0.2306583890930657,0.18729054318916905,0.3333333333333333,0.0196078431372549,2395,3464,1580,5.268798180997552,0.6924090225167967
VPS53,YJL029C,12,5.237056139654832e-05,5.237056139654832e-05,-5.237056139654832e-05,0.0003515175560404682,0.0002991469946439199,0.5560761441418185,1,-0.23076615131184944,0.18737804420992374,0.8823529411764706,0.9215686274509803,2396,816,4227,5.8324102366859325,0.08970437710634838
GRH1,YDR517W,15,5.237056139654832e-05,5.237056139654832e-05,-5.237056139654832e-05,0.0006427296171394565,0.0005903590557429082,0.0378142590757679,0,-0.23076615131184944,0.18737804420992374,0.803921568627451,0.6666666666666666,2397,816,4227,6.926133807254341,0.07319919927611011
ATP18,YML081C-A,25,5.237056139654831e-05,-5.237056139654831e-05,5.237056139654831e-05,0.0,5.237056139654831e-05,0.0,0,-0.23076615131184944,0.18737804420992374,0.49019607843137253,0.5098039215686274,2398,3463,1581,0.0,0.0
MRPL40,YPL173W,82,5.237056139654831e-05,5.237056139654831e-05,-5.237056139654831e-05,5.276730807379489e-05,3.967466772465781e-07,0.0372443347277844,0,-0.23076615131184944,0.18737804420992374,0.5686274509803921,0.7647058823529411,2399,818,4226,5.797466807740477,0.20609688853678906
PIP2,YOR363C,3,5.23705613965483e-05,-5.23705613965483e-05,5.23705613965483e-05,1.2695893671890499e-05,6.50664550684388e-05,0.3966984735058414,0,-0.23076615131184944,0.18737804420992374,0.09803921568627451,0.0784313725490196,2400,3461,1582,5.311140280449542,0.11268133221455622
MRD1,YPR112C,108,5.23705613965483e-05,-5.23705613965483e-05,5.23705613965483e-05,4.999008133306884e-05,0.00010236064272961714,0.2278584633334386,0,-0.23076615131184944,0.18737804420992374,0.9215686274509803,0.6862745098039216,2401,3461,1582,6.76375923251989,0.0684642379961366
YML119W,YML119W,2,5.23705613965483e-05,5.23705613965483e-05,-5.23705613965483e-05,5.395754810553462e-05,1.5869867089863123e-06,0.5865709931567729,0,-0.23076615131184944,0.18737804420992374,0.9019607843137255,0.8431372549019608,2402,819,4225,5.1423955665850904,0.11263605423866108
KEL2,YGR238C,10,5.2370561396548296e-05,-5.2370561396548296e-05,5.2370561396548296e-05,0.00016504661773457648,0.00021741717913112478,0.4708057149426707,0,-0.23076615131184944,0.18737804420992374,0.8627450980392157,0.9411764705882353,2403,3460,1584,5.420814728529808,0.15840733460586345
RMP1,YLR145W,36,5.2061980647578754e-05,-5.2061980647578754e-05,5.2061980647578754e-05,1.8162181225065573e-05,7.022416187264433e-05,3.197766250798564,0,-0.2309242569914286,0.18750642323279867,0.49019607843137253,0.37254901960784315,2404,3459,1585,4.608816979436531,4.080909947730321
VPS9,YML097C,7,5.178420486150115e-05,5.178420486150115e-05,-5.178420486150115e-05,6.532776613297068e-05,1.3543561271469532e-05,0.6802488701423073,0,-0.23106657931573138,0.18762198644960348,0.803921568627451,0.9607843137254902,2405,820,4224,5.292698371822313,0.26530270538057593
ATP5,YDR298C,38,5.1775441380678444e-05,5.1775441380678444e-05,-5.1775441380678444e-05,5.25689347351716e-05,7.934933544931562e-07,1.0761221563853365,1,-0.2310710694081807,0.18762563232546828,0.7843137254901961,0.8431372549019608,2406,821,4223,6.482889973376817,0.5363120593887575
DOT6,YER088C,27,5.1731092856515e-05,5.1731092856515e-05,-5.1731092856515e-05,5.4121133080891975e-05,2.390040224376976e-06,1.0830193888626436,1,-0.23109379199724242,0.18764408266696578,0.5882352941176471,0.6470588235294118,2407,822,4222,7.293598736944853,0.2745762480224365
VID30,YGL227W,14,5.1577068042055196e-05,-5.1577068042055196e-05,5.1577068042055196e-05,0.00036580043642134497,0.00041737750446340017,0.0525432425988094,1,-0.23117270877362442,0.1877081616973164,0.8627450980392157,0.9803921568627451,2408,3458,1586,5.825130750398681,0.11807185721796826
YCG1,YDR325W,9,5.157706804205515e-05,-5.157706804205515e-05,5.157706804205515e-05,0.0,5.157706804205515e-05,0.0756564373218919,0,-0.23117270877362445,0.18770816169731644,0.27450980392156865,0.1568627450980392,2409,3456,1587,5.485194182351974,0.047734360149964086
ATG4,YNL223W,7,5.157706804205515e-05,5.157706804205515e-05,-5.157706804205515e-05,5.157706804205515e-05,0.0,1.3846848788176072,0,-0.23117270877362445,0.18770816169731644,0.5882352941176471,0.9215686274509803,2410,823,4221,4.864845184136811,0.8067344708575168
AAC1,YMR056C,5,5.157706804205515e-05,-5.157706804205515e-05,5.157706804205515e-05,0.0,5.157706804205515e-05,1.8837577716166096,0,-0.23117270877362445,0.18770816169731644,0.09803921568627451,0.0392156862745098,2411,3456,1587,4.69116406132703,1.4489994708491762
PUF4,YGL014W,37,5.157706804205514e-05,5.157706804205514e-05,-5.157706804205514e-05,0.00019757984526879588,0.00014600277722674073,1.1055532839251114,1,-0.23117270877362445,0.18770816169731644,0.9411764705882353,0.8823529411764706,2412,824,4219,7.148739230618003,0.3402177521469123
RUP1,YOR138C,6,5.157706804205514e-05,5.157706804205514e-05,-5.157706804205514e-05,6.50664550684388e-05,1.3489387026383654e-05,0.3295089410824037,0,-0.23117270877362445,0.18770816169731644,0.7647058823529411,0.9411764705882353,2413,824,4219,5.941877064566091,0.11209618965250012
YIP4,YGL198W,9,5.131257025722412e-05,-5.131257025722412e-05,5.131257025722412e-05,0.0001327778879851881,0.00018409045824241223,0.2463755122604132,0,-0.23130822792754943,0.18781820085978065,0.9215686274509803,0.9411764705882353,2414,3455,1589,6.988992359652947,0.16788660890095292
RSE1,YML049C,90,5.131257025722412e-05,5.131257025722412e-05,-5.131257025722412e-05,0.0003076109237585136,0.00025629835350128946,0.3823960179824581,0,-0.23130822792754943,0.18781820085978065,0.9215686274509803,0.8823529411764706,2415,826,4218,5.934772274668286,0.11099397568864705
SGT1,YOR057W,11,5.0783574687562015e-05,5.0783574687562015e-05,-5.0783574687562015e-05,0.00024756992660186474,0.00019678635191430272,1.8400192021973645,0,-0.23157926623539946,0.18803827918470914,0.7450980392156863,0.8431372549019608,2416,827,4217,5.904180550443058,1.4062025949917771
YDR306C,YDR306C,5,5.0783574687561995e-05,-5.0783574687561995e-05,5.0783574687561995e-05,0.0,5.0783574687561995e-05,0.4087846180889025,0,-0.23157926623539946,0.18803827918470914,0.2549019607843137,0.0784313725490196,2417,3454,1590,5.580653151467623,0.1963133929640081
PMT5,YDL093W,14,5.0783574687561995e-05,5.0783574687561995e-05,-5.0783574687561995e-05,5.0783574687561995e-05,0.0,0.5194947304897779,0,-0.23157926623539946,0.18803827918470914,0.5686274509803921,0.6274509803921569,2418,828,4215,5.954551705781801,0.1773704769926799
YLL062C,YLL062C,3,5.0783574687561995e-05,5.0783574687561995e-05,-5.0783574687561995e-05,5.0783574687561995e-05,0.0,0.8340085131954424,0,-0.23157926623539946,0.18803827918470914,0.9215686274509803,0.8823529411764706,2419,828,4215,5.072175665298589,0.6532217145107426
DIG1,YPL049C,16,5.078357468756199e-05,5.078357468756199e-05,-5.078357468756199e-05,6.982741519539774e-05,1.904384050783575e-05,0.4668916900547124,0,-0.23157926623539948,0.18803827918470917,0.6666666666666666,0.7450980392156863,2420,830,4214,7.075755728115477,0.22132577516808083
KRE29,YER038C,23,5.078357468756199e-05,-5.078357468756199e-05,5.078357468756199e-05,2.301130728030153e-05,7.379488196786352e-05,0.9615177376265764,0,-0.23157926623539948,0.18803827918470917,0.7058823529411765,0.43137254901960786,2421,3452,1591,4.443938709418353,0.5544459864026499
EAP1,YKL204W,15,5.078357468756199e-05,-5.078357468756199e-05,5.078357468756199e-05,1.3489387026383654e-05,6.427296171394565e-05,1.1095301602136871,0,-0.23157926623539948,0.18803827918470917,0.6078431372549019,0.27450980392156865,2422,3452,1591,6.6781350656371625,0.25164774065205087
SEC4,YFL005W,28,5.078357468756196e-05,5.078357468756196e-05,-5.078357468756196e-05,0.0006395556437214839,0.0005887720690339219,0.3354954418746878,0,-0.23157926623539948,0.18803827918470917,0.9607843137254902,0.9019607843137255,2423,831,4212,7.5318785122763385,0.0747201319136029
SHY1,YGR112W,13,5.078357468756196e-05,5.078357468756196e-05,-5.078357468756196e-05,0.0002475699266018647,0.00019678635191430272,0.8261798219669227,1,-0.23157926623539948,0.18803827918470917,0.5686274509803921,0.9215686274509803,2424,831,4212,5.456566726043388,0.30116046790533413
NEW1,YPL226W,149,5.057575499948044e-05,-5.057575499948044e-05,5.057575499948044e-05,0.00017795033109454855,0.000228526086094029,0.6326593677752594,0,-0.23168574557062624,0.18812473852664532,0.8823529411764706,0.8627450980392157,2425,3451,1593,8.19369909980603,0.0773500568223962
RAS2,YNL098C,27,5.045295245652325e-05,-5.045295245652325e-05,5.045295245652325e-05,0.0018269523242742843,0.0018774052767308075,0.3685523756466971,0,-0.23174866517780568,0.1881758281377894,0.9803921568627451,0.9803921568627451,2426,3450,1594,7.913944695520034,0.08247706590326023
ORC1,YML065W,55,5.041327778879847e-05,5.041327778879847e-05,-5.041327778879847e-05,0.0002710044303378959,0.00022059115254909742,0.0601103870553183,0,-0.23176899305089446,0.18819233401215907,0.9607843137254902,0.8627450980392157,2427,833,4211,6.087358724406872,0.12096320096374875
AIM23,YJL131C,24,4.999008133306884e-05,-4.999008133306884e-05,4.999008133306884e-05,0.0,4.999008133306884e-05,0.0114171328090595,1,-0.23198582369717446,0.18836839667210184,0.5098039215686274,0.21568627450980393,2428,3448,1595,4.898126382996896,0.4331367431991883
ALO1,YML086C,4,4.999008133306884e-05,-4.999008133306884e-05,4.999008133306884e-05,1.1902400317397343e-05,6.189248165046618e-05,0.1625619914249805,0,-0.23198582369717446,0.18836839667210184,0.11764705882352941,0.09803921568627451,2429,3448,1595,6.861455023716171,0.0551317709907967
YGR017W,YGR017W,6,4.9990081333068834e-05,4.9990081333068834e-05,-4.9990081333068834e-05,0.0004435627851616743,0.00039357270382860544,0.4569897077374794,0,-0.23198582369717446,0.18836839667210184,0.9019607843137255,0.9019607843137255,2430,834,4210,6.285082583352734,0.33514805782753565
NUD1,YOR373W,23,4.999008133306878e-05,4.999008133306878e-05,-4.999008133306878e-05,0.000249156913310851,0.0001991668319777822,0.5613252403100519,0,-0.2319858236971745,0.18836839667210187,0.8823529411764706,0.803921568627451,2431,835,4209,5.272002467667831,0.11292325534337551
RTT102,YGR275W,39,4.985783244065331e-05,4.985783244065331e-05,-4.985783244065331e-05,5.779276598558487e-05,7.934933544931562e-06,0.2474258303472849,1,-0.23205358327413697,0.18842341625333398,0.5490196078431373,0.7647058823529411,2432,836,4208,5.99331963910423,1.0777063671216682
NCR1,YPL006W,7,4.9593334655822264e-05,-4.9593334655822264e-05,4.9593334655822264e-05,1.229914699464392e-05,6.189248165046618e-05,0.171978158486481,0,-0.23218910242806196,0.1885334554157982,0.5294117647058824,0.7450980392156863,2433,3447,1597,6.353844577089866,0.059925781925629536
MPP10,YJR002W,157,4.943502495225428e-05,4.943502495225428e-05,-4.943502495225428e-05,0.00016184658350545142,0.00011241155855319713,0.0342493210760244,0,-0.23227021462754355,0.188599317090979,0.8431372549019608,0.7450980392156863,2434,837,4207,6.88743706289717,0.06727989162201936
ADE3,YGR204W,16,4.938614472437127e-05,-4.938614472437127e-05,4.938614472437127e-05,0.00014898719389891778,0.00019837333862328906,0.7991757871777683,0,-0.23229525909863655,0.1886196527597285,0.8823529411764706,0.803921568627451,2435,3446,1598,8.741640207179424,0.15100187878964008
SWC3,YAL011W,35,4.9328836870991206e-05,-4.9328836870991206e-05,4.9328836870991206e-05,8.001057991139324e-05,0.00012933941678238445,0.968868065612658,1,-0.23232462158198697,0.18864349457826243,0.6862745098039216,0.7843137254901961,2436,3445,1599,5.225438225160112,0.29625296475526935
VPS36,YLR417W,18,4.919658797857569e-05,4.919658797857569e-05,-4.919658797857569e-05,4.999008133306884e-05,7.934933544931562e-07,0.1621590665900241,0,-0.23239238115894945,0.18869851415949454,0.6470588235294118,0.6666666666666666,2437,838,4206,5.34950547084316,0.13518336738756304
GIC1,YHR061C,15,4.919658797857568e-05,4.919658797857568e-05,-4.919658797857568e-05,5.157706804205515e-05,2.3804800634794686e-06,0.3242667640508099,0,-0.23239238115894945,0.18869851415949454,0.7058823529411765,0.7843137254901961,2438,839,4205,4.61406896447159,0.2708078861193292
MSR1,YHR091C,15,4.919658797857568e-05,-4.919658797857568e-05,4.919658797857568e-05,1.3489387026383654e-05,6.268597500495934e-05,0.075593057157163,1,-0.23239238115894945,0.18869851415949454,0.2549019607843137,0.23529411764705882,2439,3444,1600,5.228948291194731,0.3101259354299072
